CP_Hotellist;
Grouped by Tier, URI and Query;
;
URI;Query
/boka-resa;QueryDepID=2770&QueryCtryID=65&QueryAreaID=0&QueryResID=325&QueryDepDate=20180502&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=139&QueryResID=0&QueryDepDate=20180615&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,15,12&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=71&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180707&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,11&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=71&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180707&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,4,8&QueryUnits=1
/boka-resa;QueryDepID=2779&QueryCtryID=65&QueryAreaID=0&QueryResID=227&QueryDepDate=20190222&QueryDur=29&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=71&QueryAreaID=0&QueryResID=215&QueryDepDate=20180707&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2583&QueryCtryID=65&QueryAreaID=0&QueryResID=169&QueryDepDate=20180623&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,42,4,5&QueryUnits=0
/boka-resa;QueryDepID=2779&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180606&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,2,4,6&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=60&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180905&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2785&QueryCtryID=65&QueryAreaID=0&QueryResID=279&QueryDepDate=20181017&QueryDur=8&CategoryId=2&CategoryFilterId=17&QueryRoomAges=|42&QueryUnits=0
/boka-resa;QueryDepID=2583&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180505&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1&orderBy=LP
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180908&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,2&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180522&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=32&QueryAreaID=0&QueryResID=261&QueryDepDate=20180603&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1&view=list
/boka-resa;QueryDepID=11937&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180717&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1&selectedTransport=CgJWUxIDTU1BGgNQTUkgCCoECIiVAjICNTE6AUU%3D
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=108&QueryResID=0&QueryDepDate=20180704&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C14&QueryUnits=1&selectedTransport=CgJWUxIDQVJOGgNMUEEgCCoECOiUAjICMzE6AUU%3D&orderBy=LP
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180731&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180810&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,13,15&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=22&QueryAreaID=0&QueryResID=319&QueryDepDate=20180716&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,11,9&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=0&QueryResID=102670&QueryDepDate=20180811&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,4&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180522&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=11937&QueryCtryID=20&QueryAreaID=0&QueryResID=80057&QueryDepDate=20180818&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1&firstDisplayed=CgJWUxIDTU1BGgNTUFUgDyoECMKVAjICNjE6AUU%3D&selectedTransport=CgJWUxIDTU1BGgNTUFUgDyoECNCVAjICNjE6AUU%3D
/boka-resa;QueryDepID=2583&QueryCtryID=71&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181013&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,5,5&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180915&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,42,1,4,6&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180428&QueryDur=8&CategoryId=2&QueryRoomAges=|42,10&QueryUnits=0
/boka-resa;QueryDepID=11937&QueryCtryID=65&QueryAreaID=0&QueryResID=169&QueryDepDate=20180929&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C4&QueryUnits=1&selectedTransport=CgJWUxIDTU1BGgNQTUkgCCoECKSWAjICNjE6AUU%3D
/boka-resa;QueryDepID=2770&QueryCtryID=69&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181115&QueryDur=29&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=65&QueryAreaID=0&QueryResID=259&QueryDepDate=20180626&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=16&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180617&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1&filter=false&filterValue=ai
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180603&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0&selectedTransport=CgJWUxIDQVJOGgNSSE8gCCoECKqUAjICNzE6AUU%3D
/boka-resa;QueryDepID=2769&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180603&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C17&QueryUnits=0
/boka-resa;QueryDepID=11937&QueryCtryID=65&QueryAreaID=108&QueryResID=0&QueryDepDate=20190207&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,2,7&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=71&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180915&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=0&QueryResID=188&QueryDepDate=20180601&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180711&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,42,13,16&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=16&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180715&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,10&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180513&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0&filter=false&selectedTransport=CgJWUxIDQVJOGgNSSE8gCCoECICUAjICNzE6AUU%3D&filterValue=ai
/boka-resa;QueryDepID=11937&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180604&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C11%2C14&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=16&QueryAreaID=0&QueryResID=270&QueryDepDate=20180706&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,8,11&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=108&QueryResID=0&QueryDepDate=20180829&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C4&QueryUnits=0
/boka-resa;QueryDepID=2773&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180512&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=169&QueryDepDate=20180731&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,2,8&QueryUnits=0
/boka-resa;QueryDepID=2770&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180810&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180922&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,6,11&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180503&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0&firstDisplayed=CgJWUxIDQVJOGgNDSFEgCCoECOyTAjICNDE6AUU%3D&selectedTransport=CgJWUxIDQVJOGgNQTUkgCCoECO6TAjICNTE6AUU%3D
/boka-resa;QueryDepID=11937&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180821&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,10&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=20&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180725&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=11937&QueryCtryID=65&QueryAreaID=127&QueryResID=0&QueryDepDate=20180630&QueryDur=22&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=69&QueryAreaID=0&QueryResID=331&QueryDepDate=20190312&QueryDur=22&CategoryId=2&QueryRoomAges=|42,42,42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180812&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,3,6,14,15&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180609&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=11937&QueryCtryID=22&QueryAreaID=0&QueryResID=319&QueryDepDate=20180820&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,42,42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=127&QueryResID=0&QueryDepDate=20180731&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,13,11&QueryUnits=0
/boka-resa;QueryDepID=2583&QueryCtryID=69&QueryAreaID=0&QueryResID=331&QueryDepDate=20190312&QueryDur=22&CategoryId=2&QueryRoomAges=|42,42,42,42&QueryUnits=0
/boka-resa;QueryDepID=2770&QueryCtryID=65&QueryAreaID=0&QueryResID=169&QueryDepDate=20180626&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C42%2C1%2C5&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=127&QueryResID=0&QueryDepDate=20180420&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2583&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180509&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C12&QueryUnits=0&orderBy=Y&selectedTransport=CgJWUxIDQ1BIGgNLR1MgCCoECPyTAjICNTE6AUU%3D
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=0&QueryResID=267&QueryDepDate=20180527&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,15,10,3,9&QueryUnits=0
/boka-resa;QueryDepID=2770&QueryCtryID=54906&QueryAreaID=65087&QueryResID=0&QueryDepDate=20181219&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,10,9,17&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180607&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C14&QueryUnits=1&filter=false&filterValue=guestrating%3Aan3%7Cn4.6%2Cai&orderBy=LP
/boka-resa;QueryDepID=2788&QueryCtryID=56&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181016&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180628&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C42%2C10&QueryUnits=0&orderBy=LP&selectedTransport=CgJWUxIDQVJOGgNTS0cgCCoECNyUAjICNDE6AUU%3D&filter=false&filterValue=wifi%2Cdb%3An500
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=127&QueryResID=0&QueryDepDate=20180515&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=20&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180725&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=617&QueryDepDate=20180616&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,11,16&QueryUnits=0
/boka-resa;QueryDepID=2779&QueryCtryID=65&QueryAreaID=0&QueryResID=246&QueryDepDate=20181109&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=54906&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181029&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,42,5,8&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180621&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C3%2C3&QueryUnits=0&selectedTransport=CgJWUxIDQVJOGgNSSE8gCCoECNCUAjICNTE6AUU%3D&firstDisplayed=CgJWUxIDQVJOGgNDSFEgCCoECM6UAjICNDE6AUU%3D&orderBy=LP
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180524&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C1&QueryUnits=0&firstDisplayed=CgJWUxIDQVJOGgNIRVIgCCoECJaUAjICNDE6AUU%3D&selectedTransport=CgJWUxIDQVJOGgNIRVIgCCoECJaUAjICNDE6AUU%3D
/boka-resa;QueryDepID=2770&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180718&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=16&QueryAreaID=57927&QueryResID=0&QueryDepDate=20180611&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=11937&QueryCtryID=22&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180514&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,16,13&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=30&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181102&QueryDur=8&CategoryId=2&QueryRoomAges=|42&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=32&QueryAreaID=0&QueryResID=203&QueryDepDate=20180523&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=259&QueryDepDate=20180512&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=108&QueryResID=0&QueryDepDate=20180605&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C2&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=56&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181016&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0
/boka-resa;QueryDepID=2783&QueryCtryID=65&QueryAreaID=149&QueryResID=0&QueryDepDate=20181125&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C1%2C9&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=108&QueryResID=0&QueryDepDate=20180614&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C2&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180510&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=0&QueryResID=288&QueryDepDate=20180614&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=11937&QueryCtryID=32&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180920&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2583&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180717&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1&firstDisplayed=CgJWUxIDQ1BIGgNURlMgDyoECIKVAjICMjE6AUU%3D&selectedTransport=CgJWUxIDQ1BIGgNSSE8gDyoECISVAjICMzE6AUU%3D&orderBy=LP&filter=false
/boka-resa;QueryDepID=2770&QueryCtryID=65&QueryAreaID=127&QueryResID=0&QueryDepDate=20180505&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=169&QueryDepDate=20180817&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,5,8&QueryUnits=0
/boka-resa;QueryDepID=2583&QueryCtryID=32&QueryAreaID=0&QueryResID=203&QueryDepDate=20180523&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180811&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C42%2C4%2C7&QueryUnits=1&selectedTransport=CgJWUxIDR09UGgNSSE8gCCoECLaVAjICNzE6AUU%3D&firstDisplayed=CgJWUxIDR09UGgNTUFUgCCoECLSVAjICNjE6AUU%3D
/boka-resa;QueryDepID=2788&QueryCtryID=48&QueryAreaID=0&QueryResID=37917&QueryDepDate=20190205&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=65&QueryAreaID=0&QueryResID=302&QueryDepDate=20180425&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=65&QueryAreaID=127&QueryResID=0&QueryDepDate=20180629&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C13&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=99&QueryResID=0&QueryDepDate=20180712&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180622&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42&QueryUnits=0&filter=false&filterValue=ai&selectedTransport=CgJWUxIDQVJOGgNMQ0EgCCoECNCUAjICNTE6AUU%3D
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180609&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=16&QueryAreaID=0&QueryResID=224&QueryDepDate=20180701&QueryDur=22&CategoryId=2&QueryRoomAges=|42,42,9,15&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=54906&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181017&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,42&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180519&QueryDur=8&CategoryId=2&QueryRoomAges=|42,15,12&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180622&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,1&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=127&QueryResID=0&QueryDepDate=20180515&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C2%2C6&QueryUnits=1&selectedTransport=CgJWUxIDQVJOGgNQTUkgCCoECIqUAjICNTE6AUU%3D&firstDisplayed=CgJWUxIDQVJOGgNQTUkgCCoECISUAjICMjE6AUU%3D
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181217&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42%2C2&QueryUnits=1&selectedTransport=CgJWUxIDQVJOGgNQVUogDyoECLaXAjICMjE6AUU%3D&orderBy=LP&firstDisplayed=CgJWUxIDQVJOGgNMUEEgDyoECLSXAjICMTE6AUU%3D&showFlightDetails=false
/boka-resa;QueryDepID=2788&QueryCtryID=71&QueryAreaID=32383&QueryResID=0&QueryDepDate=20180805&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=20&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180711&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=227&QueryDepDate=20190308&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=11937&QueryCtryID=20&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180616&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,10,12&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180420&QueryDur=8&CategoryId=2&QueryRoomAges=|42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=22&QueryAreaID=0&QueryResID=282&QueryDepDate=20180716&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,10&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=22&QueryAreaID=0&QueryResID=319&QueryDepDate=20180720&QueryDur=15&CategoryId=2&QueryRoomAges=|42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=54906&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181115&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,8,11&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=65&QueryAreaID=0&QueryResID=325&QueryDepDate=20190222&QueryDur=22&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180712&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180426&QueryDur=8&CategoryId=2&QueryRoomAges=|42,11,16&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=22&QueryAreaID=0&QueryResID=319&QueryDepDate=20180803&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,7,14&QueryUnits=0
/boka-resa;QueryDepID=2583&QueryCtryID=65&QueryAreaID=0&QueryResID=247&QueryDepDate=20180803&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,8,11&QueryUnits=1
/boka-resa;QueryDepID=2769&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180812&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,2&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=20&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180711&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180719&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,4,10,9&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180603&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C42%2C4&QueryUnits=1&orderBy=LP&selectedTransport=CgJWUxIDR09UGgNSSE8gCCoECKqUAjICNzE6AUU%3D&firstDisplayed=CgJWUxIDR09UGgNSSE8gCCoECKqUAjICNzE6AUU%3D
/boka-resa;QueryDepID=2770&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180606&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,1&QueryUnits=1
/boka-resa;QueryDepID=11937&QueryCtryID=20&QueryAreaID=0&QueryResID=80057&QueryDepDate=20180825&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=32&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180523&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2779&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180803&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,14,16&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180519&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20190119&QueryDur=33&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2770&QueryCtryID=65&QueryAreaID=0&QueryResID=246&QueryDepDate=20181031&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2782&QueryCtryID=71&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180625&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
