CP_Hotellist;
Grouped by Tier, URI and Query;
;
URI;Query
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=0&QueryResID=177&QueryDepDate=20180830&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,4&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180618&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,1,5,6&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=25&QueryAreaID=34001&QueryResID=0&QueryDepDate=20181025&QueryDur=8&CategoryId=2&QueryRoomAges=|42,10,13,12,15&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=83879&QueryResID=0&QueryDepDate=20180630&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,2,8&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=71&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180609&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,14&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=105&QueryResID=0&QueryDepDate=20181105&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=8376&QueryAreaID=0&QueryResID=-1&QueryDepDate=20190312&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42%2C8%2C3%2C1&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180812&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C42%2C17&QueryUnits=1&filter=false&filterValue=db%3An1000%2Cprice%3An25000&selectedTransport=CgJWUxIDQVJOGgNQVksgCCoECLiVAjICMTE6AUU%3D&orderBy=LP
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180427&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C5&QueryUnits=1&selectedTransport=CgJWUxIDQVJOGgNQTUkgCCoECOCTAjICNTE6AUU%3D&firstDisplayed=CgJWUxIDQVJOGgNQTUkgCCoECOCTAjICNTE6AUU%3D
/boka-resa;QueryDepID=2583&QueryCtryID=22&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180702&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=65&QueryAreaID=127&QueryResID=0&QueryDepDate=20180914&QueryDur=5&CategoryId=2&QueryRoomAges=|42,42,42,42,42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180801&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,13,11&QueryUnits=0
/boka-resa;QueryDepID=2783&QueryCtryID=32&QueryAreaID=0&QueryResID=177&QueryDepDate=20180610&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2795&QueryCtryID=22&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180827&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,4&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=145&QueryResID=0&QueryDepDate=20180610&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180510&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2783&QueryCtryID=65&QueryAreaID=0&QueryResID=169&QueryDepDate=20180720&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2583&QueryCtryID=56&QueryAreaID=0&QueryResID=174&QueryDepDate=20180917&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=0&QueryResID=288&QueryDepDate=20180531&QueryDur=8&CategoryId=2&QueryRoomAges=|42&QueryUnits=1
/boka-resa;QueryDepID=11937&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20190413&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,2,9,12&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=30&QueryAreaID=0&QueryResID=-1&QueryDepDate=20190208&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,42,42,16&QueryUnits=0
/boka-resa;QueryDepID=2770&QueryCtryID=65&QueryAreaID=0&QueryResID=308&QueryDepDate=20180817&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,42,42,42&QueryUnits=0
/boka-resa;QueryDepID=2773&QueryCtryID=65&QueryAreaID=0&QueryResID=227&QueryDepDate=20181025&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180825&QueryDur=8&CategoryId=2&QueryRoomAges=|42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180707&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C14&QueryUnits=1&orderBy=LP&selectedTransport=CgJWUxIDQVJOGgNBWVQgCCoECO6UAjICNjE6AUU%3D&firstDisplayed=CgJWUxIDQVJOGgNTUFUgCCoECO6UAjICNjE6AUU%3D
/boka-resa;QueryDepID=2788&QueryCtryID=22&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180831&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2770&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180602&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180702&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C3%2C6%2C11&QueryUnits=1&selectedTransport=CgJWUxIDQVJOGgNQVksgCCoECOSUAjICMTE6AUU%3D
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=127&QueryResID=0&QueryDepDate=20181002&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180718&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2773&QueryCtryID=65&QueryAreaID=108&QueryResID=0&QueryDepDate=20181025&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=65&QueryAreaID=0&QueryResID=198&QueryDepDate=20180817&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0
/boka-resa;QueryDepID=2793&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180825&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,11,11,11&QueryUnits=1
/boka-resa;QueryDepID=2773&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180428&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=69&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181207&QueryDur=29&CategoryId=2&QueryRoomAges=|42,42,6,4&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=127&QueryResID=0&QueryDepDate=20180505&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=108&QueryResID=0&QueryDepDate=20180529&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C2&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=127&QueryResID=0&QueryDepDate=20180731&QueryDur=8&CategoryId=2&QueryRoomAges=|42,10&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=135&QueryResID=0&QueryDepDate=20180917&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0
/boka-resa;QueryDepID=2770&QueryCtryID=71&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180825&QueryDur=8&CategoryId=2&QueryRoomAges=|42&QueryUnits=1
/boka-resa;QueryDepID=11937&QueryCtryID=22&QueryAreaID=0&QueryResID=319&QueryDepDate=20180820&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42,42,42,42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=25&QueryAreaID=0&QueryResID=-1&QueryDepDate=20190314&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180601&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C1&QueryUnits=1&selectedTransport=CgJWUxIDR09UGgNMQ0EgCCoECKaUAjICNTE6AUU%3D&orderBy=HR
/boka-resa;QueryDepID=2770&QueryCtryID=39&QueryAreaID=0&QueryResID=65489&QueryDepDate=20180801&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=0&QueryResID=275&QueryDepDate=20180719&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180716&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1&firstDisplayed=CgJWUxIDQVJOGgNMQ0EgCCoECICVAjICMTE6AUU%3D&selectedTransport=CgJWUxIDQVJOGgNQVksgCCoECICVAjICMTE6AUU%3D
/boka-resa;QueryDepID=2583&QueryCtryID=54906&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181224&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=11937&QueryCtryID=65&QueryAreaID=108&QueryResID=0&QueryDepDate=20181003&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180624&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C3%2C5&QueryUnits=0&selectedTransport=CgJWUxIDQVJOGgNSSE8gCCoECNSUAjICNzE6AUU%3D&orderBy=LP&firstDisplayed=CgJWUxIDQVJOGgNSSE8gCCoECNSUAjICNzE6AUU%3D&filter=false
/boka-resa;QueryDepID=2788&QueryCtryID=11&QueryAreaID=0&QueryResID=427&QueryDepDate=20181216&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,11,15&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=71&QueryAreaID=0&QueryResID=299&QueryDepDate=20180811&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=71&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180707&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2779&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180803&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,6,9&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=0&QueryResID=238&QueryDepDate=20180614&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2783&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180810&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,42,13&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=48&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181127&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2583&QueryCtryID=22&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180528&QueryDur=8&CategoryId=2&QueryRoomAges=|42,7&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180508&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C42&QueryUnits=1&filter=false&filterValue=ai&selectedTransport=CgJWUxIDQVJOGgNIRVIgCCoECPqTAjICNDE6AUU%3D
/boka-resa;QueryDepID=2770&QueryCtryID=65&QueryAreaID=149&QueryResID=0&QueryDepDate=20180926&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0&selectedTransport=CgJWUxIDR09UGgNMUEEgDyoECJ6WAjICMzE6AUU%3D&firstDisplayed=CgJWUxIDR09UGgNMUEEgDyoECJCWAjICMzE6AUU%3D
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180623&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C5%2C3&QueryUnits=1&filter=false&selectedTransport=CgJWUxIDQVJOGgNSSE8gCCoECNSUAjICNzE6AUU%3D&filterValue=ai&firstDisplayed=CgJWUxIDQVJOGgNTUFUgCCoECNKUAjICNjE6AUU%3D
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180608&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,42,42,10,11&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180529&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0
/boka-resa;QueryDepID=2779&QueryCtryID=32&QueryAreaID=139&QueryResID=0&QueryDepDate=20180530&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C1%2C8%2C10&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181220&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,5,13,17&QueryUnits=1
/boka-resa;QueryDepID=2782&QueryCtryID=65&QueryAreaID=0&QueryResID=201&QueryDepDate=20181021&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1&selectedTransport=CgJWUxIDTlJLGgNURlMgDyoECMKWAjICNzE6AUU%3D
/boka-resa;QueryDepID=2770&QueryCtryID=65&QueryAreaID=0&QueryResID=313&QueryDepDate=20180501&QueryDur=5&CategoryId=2&CategoryFilterId=17&QueryRoomAges=%7C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180519&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,42&QueryUnits=1
/boka-resa;QueryDepID=2782&QueryCtryID=32&QueryAreaID=0&QueryResID=339&QueryDepDate=20180819&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,42&QueryUnits=0
/boka-resa;QueryDepID=11937&QueryCtryID=20&QueryAreaID=0&QueryResID=217&QueryDepDate=20180728&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,14,16&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=71&QueryAreaID=0&QueryResID=215&QueryDepDate=20180602&QueryDur=8&CategoryId=2&QueryRoomAges=|42,15&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180829&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0&firstDisplayed=CgJWUxIDQVJOGgNMUEEgCCoECNiVAjICMzE6AUU%3D&selectedTransport=CgJWUxIDQVJOGgNUSVYgCCoECNiVAjICMzE6AUU%3D&orderBy=HGR
/boka-resa;QueryDepID=2773&QueryCtryID=32&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180719&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,42,15&QueryUnits=1
/boka-resa;QueryDepID=11937&QueryCtryID=65&QueryAreaID=127&QueryResID=0&QueryDepDate=20180907&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C42%2C42%2C3%2C0&QueryUnits=0&firstDisplayed=CgJWUxIDTU1BGgNQTUkgCCoECOqVAjICNTE6AUU%3D&selectedTransport=CgJWUxIDTU1BGgNQTUkgCCoECPiVAjICNTE6AUU%3D
/boka-resa;QueryDepID=2583&QueryCtryID=69&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181218&QueryDur=22&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2779&QueryCtryID=32&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180905&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,2,6,9&QueryUnits=0
/boka-resa;QueryDepID=2783&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180629&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180629&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,42,12,16&QueryUnits=0
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180503&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C42%2C0&QueryUnits=0&firstDisplayed=CgJWUxIDR09UGgNIRVIgCCoECOyTAjICNDE6AUU%3D&selectedTransport=CgJWUxIDR09UGgNIRVIgCCoECPqTAjICNDE6AUU%3D&orderBy=LP
/boka-resa;QueryDepID=2788&QueryCtryID=71&QueryAreaID=0&QueryResID=215&QueryDepDate=20181006&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42%2C1%2C3&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180622&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,7,4&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=22&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180611&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1&orderBy=LP
/boka-resa;QueryDepID=2583&QueryCtryID=65&QueryAreaID=108&QueryResID=0&QueryDepDate=20181027&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C15%2C8&QueryUnits=1&selectedTransport=CgJWUxIDQ1BIGgNMUEEgCCoECNKWAjICMTI6AUU%3D&view=map
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20190325&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,4,6&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=71&QueryAreaID=0&QueryResID=299&QueryDepDate=20180519&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,14&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=8376&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181106&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2770&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180718&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1&selectedTransport=CgJWUxIDR09UGgNSSE8gCCoECISVAjICMzE6AUU%3D&filter=false&filterValue=b&orderBy=LP&firstDisplayed=CgJWUxIDR09UGgNTUFUgCCoECISVAjICMzE6AUU%3D
/boka-resa;QueryDepID=2583&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180818&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=11937&QueryCtryID=71&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180915&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2783&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180910&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,42&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20181114&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0&filter=false&filterValue=ai&orderBy=LP&selectedTransport=CgJWUxIDQVJOGgNLQVAgDyoECPSWAjICNDE6AUU%3D&firstDisplayed=CgJWUxIDQVJOGgNMUEEgDyoECPKWAjICMzE6AUU%3D
/boka-resa;QueryDepID=2793&QueryCtryID=71&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180917&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2782&QueryCtryID=32&QueryAreaID=0&QueryResID=211&QueryDepDate=20180819&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,42&QueryUnits=0
/boka-resa;QueryDepID=2583&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180623&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,42&QueryUnits=0
/boka-resa;QueryDepID=2770&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180818&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0&firstDisplayed=CgJWUxIDR09UGgNQTUkgDyoECMKVAjICNjE6AUU%3D&selectedTransport=CgJWUxIDR09UGgNSSE8gDyoECMSVAjICNzE6AUU%3D
/boka-resa;QueryDepID=2782&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180424&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=149&QueryResID=0&QueryDepDate=20180612&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,2,6&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180724&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0&selectedTransport=CgJWUxIDQVJOGgNQTUkgCCoECJCVAjICMjE6AUU%3D&firstDisplayed=CgJWUxIDQVJOGgNQTUkgCCoECJCVAjICMjE6AUU%3D
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=127&QueryResID=0&QueryDepDate=20180505&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42&QueryUnits=0&showFlightDetails=false&orderBy=HGR
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180727&QueryDur=8&CategoryId=2&QueryRoomAges=|42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=0&QueryResID=276&QueryDepDate=20180426&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=11937&QueryCtryID=65&QueryAreaID=127&QueryResID=0&QueryDepDate=20180929&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42,4&QueryUnits=1
/boka-resa;QueryDepID=2583&QueryCtryID=71&QueryAreaID=32383&QueryResID=0&QueryDepDate=20180811&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=77371&QueryResID=0&QueryDepDate=20180519&QueryDur=8&CategoryId=2&QueryRoomAges=|42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180606&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C42%2C42&QueryUnits=0&selectedTransport=CgJWUxIDR09UGgNIRVIgCCoECLKUAjICNDE6AUU%3D
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180603&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C1&QueryUnits=1&firstDisplayed=CgJWUxIDQVJOGgNSSE8gCCoECKqUAjICNzE6AUU%3D&selectedTransport=CgJWUxIDQVJOGgNWQVIgCCoECKqUAjICNzE6AUU%3D&orderBy=LP&filter=false&filterValue=r6%2Cr8%2Cr10%2Cwifi%2Cbpool%2Cdb%3An100
/boka-resa;QueryDepID=11937&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180803&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,7,10&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180801&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,9,10&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180624&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C7%2C7&QueryUnits=0&orderBy=LP&selectedTransport=CgJWUxIDQVJOGgNSSE8gCCoECNSUAjICNzE6AUU%3D&firstDisplayed=CgJWUxIDQVJOGgNKU0kgCCoECNSUAjICNzE6AUU%3D&filter=true
/boka-resa;QueryDepID=2583&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180601&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=32&QueryAreaID=145&QueryResID=0&QueryDepDate=20180916&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=20&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180804&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,8,10&QueryUnits=1
/boka-resa;QueryDepID=2779&QueryCtryID=32&QueryAreaID=0&QueryResID=211&QueryDepDate=20180523&QueryDur=15&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=2770&QueryCtryID=32&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180823&QueryDur=15&CategoryId=2&QueryRoomAges=%7C42%2C42%2C11%2C12&QueryUnits=1&filter=false&filterValue=ai
/boka-resa;QueryDepID=2583&QueryCtryID=32&QueryAreaID=145&QueryResID=0&QueryDepDate=20180612&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=1
/boka-resa;QueryDepID=11937&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20190403&QueryDur=15&CategoryId=2&QueryRoomAges=|42&QueryUnits=1
/boka-resa;QueryDepID=2788&QueryCtryID=65&QueryAreaID=108&QueryResID=0&QueryDepDate=20180626&QueryDur=8&CategoryId=2&QueryRoomAges=%7C42%2C42%2C2&QueryUnits=0
/boka-resa;QueryDepID=2788&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180807&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42,11,13&QueryUnits=0
/boka-resa;QueryDepID=2770&QueryCtryID=-1&QueryAreaID=0&QueryResID=-1&QueryDepDate=20180909&QueryDur=8&CategoryId=2&QueryRoomAges=|42,42&QueryUnits=0
